证券代码,时间,舞弊标签,流动比率,速动比率,资产负债率,权益乘数,总资产净利润率(ROA)A,净资产收益率（ROE）A,营业净利率,营业毛利率,总资产周转率A,应收账款周转率A,存货周转率A,异常经营活动现金流量,现金比率,营业收入增长率A,净利润增长率A,总资产增长率A,无形资产比率,固定资产比率,管理费用率,财务费用率
2189,2014,0,2.356726,1.954472,0.33061,1.493898,0.017231,0.025742,0.018572,0.1748,0.927822,3.549881,7.535684,0.0083,0.727051,-0.055135,-0.245109,0.021236,0.014178,0.378498,0.101824,0.009308
2191,2014,0,1.888102,1.399678,0.237356,1.311228,0.127701,0.167445,0.260458,0.414698,0.490292,5.824181,2.863598,0.0987,0.590966,0.238766,0.225364,0.051301,0.053103,0.274028,0.131642,0.011293
2194,2014,0,3.859965,2.869158,0.207128,1.261237,0.05355,0.067539,0.077092,0.198077,0.694625,3.453134,2.75131,-0.136,0.88166,-0.075589,-0.044091,0.109633,0.037928,0.146543,0.071187,-0.010188
2196,2014,0,1.708374,1.140413,0.357469,1.556345,0.008011,0.012468,0.016365,0.160761,0.489536,3.348639,2.107524,0.0217,0.474648,0.128049,0.796107,0.407971,0.072237,0.220867,0.112357,0.012053
2198,2014,0,2.215968,1.778905,0.166078,1.199153,0.071144,0.085312,0.130172,0.608971,0.546536,3.615883,3.689919,0.0701,0.180861,0.290205,0.223774,0.126529,0.094056,0.184658,0.100808,0.004072
2202,2014,0,1.519562,1.322168,0.667368,3.006324,0.04049,0.121725,0.104693,0.270317,0.386746,1.645217,3.539706,0.045,0.515113,0.151894,-0.248868,0.331911,0.009095,0.178362,0.067283,0.029472
2205,2014,0,2.20436,1.703693,0.408358,1.69021,0.034187,0.057784,0.074876,0.245354,0.456586,1.417595,2.249691,-0.0916,0.503957,-0.19886,1.873117,-0.11225,0.04679,0.261619,0.087777,0.019373
2206,2014,0,1.231641,0.922584,0.3874,1.632386,0.043375,0.070804,0.063328,0.198611,0.684916,6.836153,4.78162,0.0402,0.396858,-0.090715,-0.849583,0.022152,0.049601,0.329989,0.074501,0.009116
2209,2014,0,1.161147,0.681501,0.569599,2.323416,0.008752,0.020334,0.013864,0.270957,0.631243,2.632578,1.816495,-0.0227,0.087874,0.091516,-0.039535,-0.082607,0.012606,0.303792,0.085756,0.018038
2212,2014,0,2.874074,2.013864,0.418255,1.718966,0.017212,0.029587,0.022927,0.122954,0.75072,3.379381,4.374738,-0.0586,0.315772,0.139252,-0.197913,0.03812,0.032005,0.18724,0.042455,0.029624
2216,2014,0,1.091009,0.627615,0.473914,1.90083,0.022855,0.043443,0.019748,0.345805,1.157327,12.62878,3.775828,-0.0371,0.241056,0.496952,1.257228,-0.046121,0.066845,0.339044,0.044015,0.00024
2220,2014,0,1.628813,1.355937,0.579113,2.375936,0.032179,0.076455,0.083936,0.185384,0.383372,2.080993,4.26499,-0.0619,0.104186,0.171623,-0.894594,0.186626,0.018031,0.136051,0.017983,0.049548
2223,2014,0,4.612703,3.736533,0.176153,1.213818,0.139311,0.169099,0.177125,0.399804,0.786512,3.894336,3.341358,0.0578,1.054321,-0.2608,-0.254988,0.179184,0.032251,0.189199,0.128399,-0.001699
2225,2014,0,1.52566,1.043994,0.502663,2.010711,0.033705,0.06777,0.063246,0.306191,0.532918,1.57774,1.771161,0.0012,0.031538,0.048253,0.254485,0.295055,0.052689,0.156891,0.097556,0.018836
2228,2014,0,1.22613,0.87274,0.555621,2.250334,0.053857,0.121196,0.048551,0.206556,1.109282,4.188039,5.772427,0.0628,0.15034,-0.01932,0.386952,0.10915,0.062814,0.27981,0.054945,0.021682
2229,2014,0,1.282603,0.996226,0.335002,1.503765,0.026683,0.040126,0.042203,0.237399,0.63226,5.383393,5.060863,-0.0378,0.280952,0.138195,1.522842,0.136051,0.045307,0.369911,0.115258,0.012226
2240,2014,1,1.106139,0.365943,0.403725,1.677079,0.003833,0.006428,0.005991,0.112509,0.639765,13.465822,2.53775,0.0233,0.099284,-0.002733,2.003279,-0.036694,0.045381,0.59111,0.079907,0.027336
2241,2014,0,1.913797,1.627284,0.520096,2.083752,0.094849,0.197643,0.132634,0.274309,0.715124,3.057833,5.713857,0.0351,0.728686,0.177678,0.267399,0.409747,0.058661,0.288358,0.088961,0.01107
2245,2014,0,2.760148,2.355605,0.319755,1.470059,0.082256,0.120922,0.135665,0.197776,0.606319,3.831797,5.339628,0.0273,0.164642,-0.128121,0.014023,0.281279,0.035565,0.274069,0.047718,0.009625
2246,2014,0,2.042943,1.278449,0.296964,1.422402,0.048696,0.069266,0.039553,0.145463,1.231164,7.948824,5.340634,0.0115,0.210834,-0.020726,0.354971,-0.014865,0.104593,0.319948,0.055843,0.000866
2247,2014,1,4.090252,3.510033,0.181827,1.222235,0.080843,0.098809,0.114682,0.235863,0.704932,8.31549,6.110887,0.0393,0.236226,-0.078937,0.205319,0.099526,0.062434,0.264169,0.090457,-0.001092
2249,2014,0,1.834075,1.375666,0.393118,1.647767,0.053724,0.088525,0.076115,0.220978,0.705832,5.508387,3.397722,0.0566,0.320922,0.054497,0.388217,0.373116,0.043167,0.154914,0.087992,-0.005985
2250,2014,0,1.345785,0.900028,0.398435,1.662332,0.096394,0.160238,0.140042,0.336351,0.688319,5.774804,3.728673,0.0661,0.279555,-0.030991,0.431955,0.259464,0.064672,0.356774,0.14637,0.006859
2254,2014,0,2.394281,1.82711,0.215306,1.274382,0.064616,0.082346,0.094485,0.212838,0.683878,17.065832,4.807194,0.0706,0.406759,0.007904,-0.321133,0.132242,0.016962,0.411517,0.064421,0.00364
2258,2014,0,1.87739,0.946049,0.312042,1.453577,0.046615,0.067758,0.072259,0.220038,0.645105,6.537167,2.711111,0.0116,0.225571,0.026896,-0.912872,0.134455,0.061636,0.426159,0.08755,0.006531
2260,2014,0,1.285468,1.005908,0.485281,1.942808,0.050152,0.097435,0.050269,0.204432,0.997667,5.271431,6.26519,-0.0276,0.418898,0.152218,0.055963,0.405255,0.022766,0.157352,0.134861,-0.001691
2262,2014,0,1.494463,1.235496,0.449177,1.815464,0.115077,0.208919,0.088454,0.397262,1.300991,4.503899,7.020494,0.0881,0.357858,0.088386,-0.307575,0.227482,0.042956,0.123132,0.050454,0.005415
2270,2014,1,2.713884,2.063946,0.230422,1.299414,0.023941,0.031109,0.061124,0.316285,0.391678,3.229721,2.18048,-0.0122,0.544999,-0.023396,0.786524,-0.054623,0.099496,0.373256,0.15086,-0.009815
2273,2014,0,2.851087,2.02769,0.205425,1.258535,0.087003,0.109496,0.160089,0.330095,0.543465,3.524668,3.553835,0.0553,0.339512,-0.052927,-0.439737,0.441922,0.096542,0.348687,0.119186,0.003593
2276,2014,0,2.171873,1.924863,0.416784,1.714632,0.050614,0.086785,0.040495,0.146794,1.249891,2.985501,12.329853,-0.0145,0.425863,0.559065,0.689912,0.162223,0.026519,0.142305,0.052165,0.008758
2278,2014,1,2.855991,2.143789,0.344916,1.526522,0.030304,0.046259,0.085601,0.338056,0.354013,1.240251,1.392272,-0.01,0.806293,0.082155,-0.785218,0.193606,0.017238,0.09415,0.154087,-0.008456
2281,2014,0,2.557786,1.877719,0.337179,1.508703,0.040195,0.060642,0.059238,0.225913,0.67853,4.441278,2.437943,-0.0036,0.632699,-0.132069,-0.590496,0.356224,0.009231,0.168069,0.127304,-0.001512
2282,2014,0,2.834205,1.974189,0.212732,1.270215,0.030183,0.038339,0.055783,0.30126,0.541083,2.07547,2.330273,0.0732,0.227611,-0.310666,-0.834776,-0.06133,0.078596,0.281807,0.112064,0.016917
2283,2014,0,1.083653,0.661319,0.340425,1.516128,0.028069,0.042556,0.085425,0.229122,0.328581,4.832751,1.792344,0.0645,0.116591,0.181332,0.132275,0.058868,0.045424,0.427733,0.095609,0.014729
2286,2014,0,2.344012,1.878717,0.179435,1.218672,0.012906,0.015728,0.025011,0.119506,0.515997,10.169695,6.14429,0.018,0.36817,0.058503,-2.729026,0.045576,0.062506,0.33079,0.048806,-0.001247
2292,2014,0,2.699885,2.193659,0.358473,1.55878,0.10038,0.15647,0.169803,0.49834,0.591152,7.073555,2.957314,0.099,1.08841,0.077491,0.110135,0.267476,0.051106,0.065054,0.150845,0.008783
2293,2014,0,3.680988,2.662925,0.201463,1.25229,0.127831,0.160081,0.144193,0.448617,0.886526,17.634436,2.404694,0.1241,1.040622,0.148092,0.017931,0.177439,0.033436,0.127615,0.072159,-0.007815
2297,2014,0,1.821076,1.306275,0.317757,1.465753,0.004805,0.007043,0.021949,0.223159,0.218913,2.116312,1.207547,-0.0152,0.70896,0.111064,-0.192265,-0.116716,0.066581,0.261762,0.141793,0.030596
2300,2014,0,1.027888,0.773753,0.543361,2.189915,0.063016,0.137999,0.052199,0.124261,1.207212,5.494313,8.494364,0.1255,0.144181,0.259309,0.266785,0.066062,0.040975,0.313433,0.02942,0.021825
2303,2014,0,2.609059,2.160318,0.228418,1.296038,0.091457,0.118532,0.171165,0.348905,0.534321,3.890737,3.432144,0.051,1.443144,0.097096,0.078358,0.104987,0.072094,0.253338,0.097463,-0.008779
2317,2014,0,4.009614,3.632234,0.176739,1.214682,0.093645,0.113749,0.165058,0.604581,0.567349,4.811301,3.757126,-0.0091,0.648829,0.07461,0.101573,0.158381,0.057102,0.207364,0.09081,0.000235
2318,2014,0,2.087091,1.004559,0.29147,1.411372,0.053173,0.075047,0.064518,0.207993,0.824167,7.107935,2.517393,0.0375,0.254504,0.091781,-0.577729,0.135693,0.043891,0.363072,0.065062,0.009763
2319,2014,0,1.5133,1.133874,0.380925,1.615313,0.009333,0.015076,0.014909,0.217687,0.626007,2.635434,4.607373,-0.0235,0.076963,-0.17197,-1.322827,-0.081884,0.029373,0.434949,0.106197,0.021245
2321,2014,0,0.877174,0.678093,0.645754,2.822899,0.003242,0.009152,0.007522,0.088668,0.431025,12.544624,3.20058,0.1609,0.373105,0.029451,-0.783929,0.171014,0.045522,0.313589,0.044667,0.044658
2324,2014,0,2.388306,2.007683,0.295811,1.420074,0.087252,0.123904,0.096776,0.208916,0.901591,2.875262,6.571215,0.0359,0.460887,0.357738,-0.209047,0.109834,0.041329,0.25269,0.059596,0.008677
2326,2014,0,1.57515,1.047216,0.313191,1.45601,0.03296,0.047991,0.078195,0.249336,0.421514,3.365505,2.075189,0.0313,0.334196,0.469325,1.276852,0.276977,0.098433,0.314174,0.1267,0.035103
2328,2014,0,2.138986,1.713969,0.314529,1.458852,0.04044,0.058996,0.042784,0.121039,0.945205,10.169547,7.285235,0.0709,0.466196,-0.055371,0.534634,0.047702,0.0324,0.318125,0.059993,0.004131
2330,2014,1,1.819833,1.040752,0.200159,1.250249,0.022025,0.027537,0.022167,0.146366,0.993592,9.97846,5.468714,-0.0033,0.214649,-0.075137,-1.554723,-0.008096,0.102993,0.522144,0.027461,0.00069
2331,2014,0,3.483353,3.032328,0.232338,1.302657,0.038704,0.050418,0.077694,0.209599,0.49816,2.912483,3.798096,-0.0745,1.543506,0.524286,-0.145815,0.279211,0.030221,0.083282,0.087036,-0.00118
2332,2014,0,1.041803,0.76604,0.561849,2.282317,0.017419,0.039756,0.01976,0.386662,0.881528,6.888152,3.91614,-0.0211,0.216554,-0.059381,-0.203285,0.017712,0.034237,0.360883,0.100236,0.026217
2333,2014,0,1.663339,1.358093,0.260388,1.352059,0.029662,0.040105,0.049713,0.166898,0.596676,18.281285,6.254128,0.0015,0.767247,0.065435,-0.423187,0.214072,0.083819,0.273878,0.048836,-0.005878
2337,2014,0,3.390127,2.768842,0.239868,1.315561,0.030803,0.040523,0.075257,0.211559,0.409301,3.193765,2.224552,-0.0609,1.151982,0.873648,0.674704,-0.034402,0.021594,0.143127,0.111102,-0.012962
2339,2014,0,2.935307,2.393667,0.289707,1.407869,0.070818,0.099702,0.127281,0.348747,0.55639,1.621963,2.54915,-0.0247,0.855071,0.746202,0.527531,0.210779,0.071504,0.106121,0.151589,-0.000651
2341,2014,0,1.080689,0.895205,0.518483,2.076772,0.026766,0.055586,0.066981,0.325751,0.399602,1.579758,3.302166,-0.0032,0.203829,-0.074067,-0.644109,0.118542,0.074112,0.171189,0.091203,0.048971
2345,2014,0,1.909043,0.799563,0.44327,1.796204,0.051476,0.092461,0.090973,0.336428,0.565834,16.939532,1.022618,0.0656,0.068644,0.099656,-0.181449,0.278167,0.005649,0.061956,0.020003,0.014521
2350,2014,0,2.086479,1.59349,0.34184,1.519388,0.044947,0.068292,0.057116,0.276719,0.78695,2.599667,3.388958,-0.0602,0.602316,0.063943,0.57016,0.177909,0.05965,0.116799,0.079772,-0.00188
2352,2014,0,3.428851,2.622673,0.255236,1.342707,0.025027,0.033604,0.029686,0.131497,0.843061,4.74098,4.550548,0.0811,0.205607,-0.066901,-1.251272,-0.162693,0.053659,0.239701,0.036856,0.013918
2355,2014,0,1.838888,1.020763,0.329413,1.491231,0.016985,0.025328,0.037738,0.139766,0.450059,7.382944,1.527117,-0.0029,0.461307,-0.021704,-0.357455,0.002665,0.030074,0.261105,0.036525,0.023534
2358,2014,0,1.743629,1.413002,0.453879,1.831098,0.069083,0.126498,0.237507,0.398851,0.290867,1.203564,1.224531,-0.0404,0.281648,-0.07454,0.715874,0.37243,0.01009,0.142793,0.126709,0.023757
2360,2014,0,2.389652,2.075488,0.253755,1.340042,0.100663,0.134893,0.153345,0.437153,0.656449,15.167652,6.095352,0.1384,1.718679,0.362211,-0.176192,0.098283,0.109957,0.19729,0.107938,0.004252
2363,2014,0,1.4245,0.763148,0.398035,1.661226,0.01926,0.031995,0.03591,0.179241,0.53634,4.239752,1.768496,0.0408,0.153378,0.142146,-0.726023,0.015482,0.026597,0.395332,0.048542,0.023411
2364,2014,0,3.596192,2.592874,0.202914,1.25457,0.104209,0.130738,0.209199,0.460082,0.498133,1.524177,1.336773,-0.0592,0.737145,0.525518,0.800894,0.224335,0.030125,0.082396,0.138867,-0.003571
2366,2014,0,3.996779,3.515581,0.202181,1.253417,0.038358,0.048079,0.061467,0.172868,0.62404,5.697334,5.385187,-0.0173,1.510078,-0.017621,-0.815739,0.007121,0.005792,0.17021,0.090024,-0.018274
2367,2014,0,1.395418,0.93046,0.456471,1.839829,0.107093,0.197032,0.143418,0.345651,0.746718,10.002352,2.429366,0.1311,0.184476,0.082299,0.259916,0.26927,0.062486,0.194174,0.082166,-0.001416
2369,2014,0,1.06817,0.864047,0.572259,2.337864,0.013585,0.031759,0.012357,0.076984,1.099346,7.208303,8.813234,-0.111,0.098833,0.390605,-1.547156,0.411696,0.01357,0.276565,0.032206,0.005208
2375,2014,0,1.515083,1.428382,0.619309,2.6268,0.060259,0.15829,0.082759,0.188995,0.728134,1.189449,12.116413,0.016,0.246682,-0.177805,0.20266,0.397338,0.025699,0.026174,0.021311,0.00097
2378,2014,0,1.740229,1.021769,0.347069,1.531554,0.020573,0.031509,0.031938,0.189049,0.644155,7.381585,2.688214,-0.006,0.261403,-0.158708,-0.751427,0.057166,0.032484,0.339774,0.071248,0.035698
2381,2014,0,3.160662,2.586822,0.21046,1.266561,0.088678,0.112316,0.121558,0.283832,0.729516,3.343524,4.326018,0.049,0.992965,0.189758,0.267183,0.085612,0.018574,0.293063,0.076692,-0.003324
2382,2014,0,1.568399,1.204575,0.34764,1.532895,0.038472,0.058974,0.040176,0.156212,0.957588,6.846566,6.523219,0.0133,0.476093,0.029525,0.902093,-0.169402,0.051099,0.33891,0.058911,0.010201
2388,2014,0,1.476527,1.18319,0.301807,1.432268,0.016366,0.023441,0.026105,0.198787,0.626947,3.977705,5.749664,-0.0784,0.356062,0.349576,-0.7395,0.369312,0.002899,0.109422,0.102503,0.003176
2394,2014,0,3.814237,3.077342,0.366455,1.57842,0.07344,0.115918,0.092903,0.206023,0.790495,9.105155,5.029482,0.0932,0.506362,0.006657,1.144609,0.068555,0.013828,0.288105,0.035692,0.012668
2395,2014,0,2.675979,1.341406,0.240753,1.317094,0.001559,0.002054,0.00222,0.075519,0.702462,7.785982,2.08355,-0.1016,0.676969,-0.043884,-1.457352,0.024295,0.065349,0.298844,0.057331,0.000541
2396,2014,0,2.3681,1.861529,0.354295,1.548695,0.094968,0.147076,0.102073,0.449862,0.930392,3.782378,2.902132,0.0033,0.94198,0.404012,0.08489,0.081022,0.023772,0.108271,0.173207,-0.002561
2402,2014,0,2.813506,2.281498,0.257853,1.347443,0.036873,0.049685,0.053708,0.208886,0.686561,3.09007,3.961804,-0.0099,0.921834,-0.014293,-0.53755,0.218271,0.059801,0.191091,0.108927,-0.003788
2403,2014,0,2.396859,1.682456,0.384104,1.62365,0.032697,0.053088,0.04011,0.356201,0.815174,5.690358,2.87239,0.0609,0.36152,0.01409,0.69699,0.125681,0.104283,0.162789,0.098666,0.004129
2404,2014,1,1.730282,1.068568,0.317083,1.464306,0.045075,0.066004,0.044606,0.206306,1.010518,6.225509,4.137479,-0.0538,0.204672,0.03074,-0.748658,0.148186,0.025254,0.196851,0.074116,0.002911
2407,2014,0,1.145912,0.866473,0.476776,1.911227,0.002433,0.00465,0.003611,0.126699,0.673828,5.561647,5.507464,-0.0615,0.046087,0.06712,-0.130157,0.166237,0.016994,0.377054,0.056855,0.020873
2409,2014,0,3.125988,2.69868,0.243153,1.321272,0.035684,0.047148,0.045557,0.183396,0.783272,6.767086,6.303852,0.0508,0.295249,0.039819,-0.209266,0.216636,0.016107,0.144247,0.102176,0.008878
2420,2014,0,1.479473,1.209943,0.556217,2.253356,0.011791,0.026569,0.013302,0.120941,0.886422,2.745874,6.537579,-0.0214,0.130857,0.049814,0.450264,0.095806,0.037478,0.228346,0.078393,0.007183
2422,2014,0,1.539501,1.172765,0.482599,1.932736,0.046441,0.089758,0.122726,0.425706,0.378413,3.058712,2.222254,0.0081,0.28332,0.00893,-0.478266,0.181424,0.046205,0.281126,0.106606,0.026536
2424,2014,0,2.240063,1.623218,0.341434,1.518451,0.08837,0.134185,0.200076,0.608679,0.441681,3.858177,0.848746,0.0569,0.562273,0.750496,2.155107,0.024722,0.051842,0.157172,0.084461,0.022534
2427,2014,0,0.922576,0.643201,0.56096,2.277698,0.040556,0.092375,0.041415,0.151301,0.979257,8.926225,6.05354,0.0992,0.024729,-0.11445,0.351593,-0.00787,0.043017,0.4682,0.054406,0.026766
2429,2014,0,2.186652,1.874549,0.349486,1.537245,0.096523,0.148379,0.093655,0.150802,1.030625,5.143196,8.703587,0.0948,0.298109,-0.245331,-0.261986,-0.043871,0.027163,0.045178,0.021956,-0.000587
2430,2014,0,1.26552,1.012059,0.580581,2.384248,0.017332,0.041323,0.027461,0.176167,0.63114,3.67223,5.685304,-0.0182,0.118018,0.090904,0.536297,-0.058409,0.030063,0.42503,0.087492,0.025084
2431,2014,0,1.586941,0.592957,0.674757,3.074625,0.047872,0.14719,0.089515,0.235923,0.534799,2.681616,0.792283,-0.0342,0.124508,0.533531,1.105544,0.304143,0.005127,0.057392,0.059394,0.025179
2435,2014,0,1.553732,1.076937,0.374223,1.598013,0.035135,0.056146,0.039195,0.120554,0.896409,11.831654,4.418284,-0.0208,0.391364,-0.109803,0.182218,0.114019,0.089502,0.302433,0.023839,0.012674
2436,2014,0,0.985714,0.814155,0.344834,1.52633,0.048068,0.073367,0.075111,0.317601,0.639957,3.460706,7.563477,0.0191,0.149412,-0.021038,-0.284968,0.136694,0.015608,0.514092,0.155027,0.017326
2438,2014,0,3.436664,2.624244,0.257958,1.347633,0.042585,0.057389,0.115584,0.367504,0.368437,1.359458,1.376053,0.0074,0.597494,0.167777,0.125186,0.01524,0.048446,0.130753,0.12785,-0.011398
2442,2014,0,0.837551,0.59368,0.640169,2.779079,0.004746,0.01319,0.006153,0.130049,0.771389,5.159707,4.627722,0.0237,0.092835,-0.275304,1.052381,0.009746,0.034687,0.356143,0.04901,0.037758
2443,2014,0,2.915662,1.727135,0.217479,1.277921,0.026979,0.034477,0.023402,0.084488,1.152826,8.160174,4.143676,0.0301,0.252608,0.158046,0.526854,0.003795,0.03389,0.247892,0.027108,0.005802
2444,2014,0,2.446973,2.301186,0.272365,1.374316,0.089469,0.122958,0.169413,0.298271,0.528108,4.713087,10.257901,0.0702,0.538587,-0.330836,-0.659279,0.176516,0.017771,0.111163,0.057985,0.005541
2445,2014,0,1.11317,0.781576,0.58513,2.410391,0.025985,0.062633,0.090178,0.266475,0.28815,1.514707,1.089394,-0.14,0.024358,0.039495,-0.556404,0.073103,0.0312,0.238963,0.085343,-0.00753
2448,2014,0,2.070643,1.442205,0.229952,1.29862,0.072614,0.094298,0.166958,0.358023,0.434925,8.729646,2.228285,0.0444,0.63525,-0.102254,-0.324468,0.069638,0.029208,0.420682,0.09671,0.002126
2450,2014,0,1.934081,1.794404,0.556232,2.253432,0.091961,0.207228,0.19205,0.391004,0.478839,2.941857,6.407589,-0.0079,1.088322,0.266308,0.192316,0.365923,0.021503,0.312919,0.07677,0.050431
2451,2014,0,0.815592,0.70569,0.569306,2.321836,0.01948,0.045229,0.047603,0.22016,0.409214,1.793717,6.034092,-0.0567,0.055111,0.823567,1.590534,0.286271,0.062071,0.115602,0.062071,0.038685
2453,2014,0,1.303149,0.981478,0.369055,1.584925,0.018023,0.028565,0.034057,0.177975,0.52919,4.430799,3.682285,-0.0482,0.174523,-0.061852,-1.446893,0.090053,0.048988,0.302647,0.075403,0.01985
2454,2014,0,2.370747,1.990264,0.344732,1.526093,0.080408,0.12271,0.119199,0.310998,0.674573,3.288117,3.842373,0.0184,0.321206,0.250638,0.064943,0.121806,0.04473,0.067996,0.093214,0.001355
2457,2014,0,2.510613,1.734429,0.222291,1.285828,0.02741,0.035245,0.071927,0.324872,0.381079,1.56802,1.549595,0.0248,0.334529,0.245993,-0.978598,-0.062873,0.045245,0.169106,0.131569,0.006249
2460,2014,0,2.355874,1.677689,0.28994,1.408331,0.043183,0.060816,0.097069,0.213611,0.444872,4.229887,2.077642,-0.0327,0.745885,0.079235,0.235278,0.08829,0.053194,0.294192,0.06793,0.007757
2468,2014,0,1.256123,0.802346,0.528216,2.119616,0.002847,0.006034,0.002688,0.137824,1.058968,5.055131,3.961119,-0.0419,0.199323,0.032561,-2.615878,0.047906,0.055112,0.291582,0.076836,0.022895
2471,2014,0,1.495231,1.144607,0.633757,2.730426,0.024662,0.067338,0.030849,0.159102,0.799435,2.166867,3.518479,-0.1015,0.107406,0.168907,0.068981,0.163443,0.029839,0.112342,0.0484,0.034642
2472,2014,0,1.554764,0.692312,0.352501,1.544403,0.050984,0.07874,0.096572,0.261485,0.527937,4.105964,1.492601,0.0155,0.042203,0.189737,-0.011153,0.101372,0.024468,0.411336,0.089782,0.023618
2476,2014,0,3.686011,3.397078,0.168455,1.20258,0.035386,0.042554,0.072396,0.192132,0.488785,1.713696,8.230215,-0.1497,0.906659,0.891724,0.141275,0.220779,0.016274,0.264836,0.081206,-9.8e-05
2482,2014,0,1.616241,1.507947,0.621862,2.644535,0.048527,0.12833,0.056158,0.169639,0.864111,1.46397,11.733378,0.0309,0.315261,0.419851,0.826733,0.281844,0.005125,0.036063,0.017342,0.014642
2490,2014,0,0.889018,0.522896,0.545,2.197802,0.002359,0.005184,0.005653,0.153576,0.417256,4.14383,2.094821,0.041,0.178501,-0.054687,1.348006,0.043331,0.079168,0.302385,0.056914,0.020361
2491,2014,0,1.326271,0.832192,0.596399,2.477695,0.034853,0.086356,0.060343,0.227132,0.577584,2.890612,1.81478,0.083,0.200823,0.656418,1.710389,0.291307,0.026396,0.183282,0.070391,0.036611
2496,2014,0,0.880112,0.517377,0.506842,2.027746,0.038465,0.077996,0.073214,0.253237,0.525369,5.23984,2.177612,-0.0243,0.076875,0.052507,-0.722747,0.212984,0.075276,0.31268,0.101005,0.019828
2498,2014,0,2.741994,2.092751,0.283909,1.396471,0.04041,0.056432,0.051336,0.167751,0.787179,3.165911,3.627046,0.0046,0.698073,-0.243137,-0.571098,0.156757,0.024785,0.082789,0.042574,0.007175
2503,2014,0,4.967857,3.534334,0.265118,1.360763,0.041726,0.056779,0.094213,0.374978,0.442886,2.924988,1.307248,-0.0483,0.878919,0.089802,-0.473006,0.120788,0.01414,0.127799,0.068982,0.003721
2511,2014,0,2.097476,1.427856,0.483555,1.936314,0.014836,0.028726,0.026768,0.300413,0.554237,7.440921,2.796055,-0.0048,0.686908,0.174146,0.117921,0.012718,0.031698,0.481845,0.066617,0.028765
2512,2014,0,1.488968,1.22178,0.274277,1.377935,0.05699,0.078529,0.169951,0.389845,0.335332,2.274023,3.07088,-0.0417,0.495857,0.880182,1.501752,0.069979,0.040206,0.188676,0.156192,0.0094
